subgroup,term,coef,p,significant
#39,nr_distinct_files_viewed,0.07429171205302443,5.19643147672061e-05,yes
#39,total_course_activities,0.0019496066899455768,0.5699523812754772,no
#39,nightly_activities,0.004640779778965671,0.09725083795335593,yes
#39,distinct_days,-0.02650488916152745,0.2470522667194045,no
#39,logged_in_weekly,-0.6451783145809569,0.03836596878707549,yes
#39,nr_files_viewed,-0.0036685213352168483,0.805809641614723,no
#39,nr_slides_viewed,-0.03603376859927577,0.006518070619681473,yes
#40,const,5.173672770505615,2.22371004250526e-10,yes
#40,nr_distinct_files_viewed,0.0006813369841578015,0.975213413793518,no
#40,total_course_activities,-0.001128415120876066,0.7367306195208344,no
#40,nightly_activities,4.329345449916033e-06,0.9989257433153795,no
#40,distinct_days,-0.04318605449481675,0.1645320215380602,no
#40,logged_in_weekly,0.4737892637243504,0.28408008662428724,no
#40,nr_files_viewed,0.02155933453464008,0.22484743061831589,no
#40,nr_slides_viewed,-0.005765117965280148,0.6176357568946467,no
#41,const,5.173672770505615,2.22371004250526e-10,yes
#41,nr_distinct_files_viewed,0.0006813369841578015,0.975213413793518,no
#41,total_course_activities,-0.001128415120876066,0.7367306195208344,no
#41,nightly_activities,4.329345449916033e-06,0.9989257433153795,no
#41,distinct_days,-0.04318605449481675,0.1645320215380602,no
#41,logged_in_weekly,0.4737892637243504,0.28408008662428724,no
#41,nr_files_viewed,0.02155933453464008,0.22484743061831589,no
#41,nr_slides_viewed,-0.005765117965280148,0.6176357568946467,no
#42,const,5.3835047010866734,6.400194066196007e-08,yes
#42,nr_distinct_files_viewed,0.02071544102439349,0.25765447879083814,no
#42,total_course_activities,0.012143235739577905,0.061348832719735846,yes
#42,nightly_activities,0.0004007300872803741,0.8777148161766812,no
#42,distinct_days,-0.013075597922805729,0.7548345989899804,no
#42,logged_in_weekly,-1.1360248558082846,0.007028452394611733,yes
#42,nr_files_viewed,-0.04113561407372216,0.15024355055259075,no
#42,nr_slides_viewed,-0.005301639875503236,0.7422910958763498,no
#43,const,4.663871977312966,5.412725939863609e-09,yes
#43,nr_distinct_files_viewed,0.07660382468476078,0.00458607816120136,yes
